Command line: ../src/biorad -t 100 --affinity data/curation_none.csv --pdb.ignore-charge --pdb ../data/PDBBind_hydrogen --cluster cluster/cluster.align.none -o output_hetatm/curation_none.out --hist.min 0.0 --hist.max 12.0 --hist.bins 1
Reporting the ** unweighted ** statistical metrics
Affinity input data = data/curation_none.csv
PDB data directory = ../data/PDBBind_hydrogen
Clustering file = cluster/cluster.align.none
Force dimer? = false
Ignore hetatom? = false
seed = 1731641208
Num permutations (p-value) = 1000
Num fold = 5
Num trial = 100
Forest size = 100
Forest data bag = 0.5
Forest feature bag = 1
Forest leaf = 1
All training points are equally weighted
Using histogram features
Min histogram distance = 0
Max histogram distance = 12
Num histogram bins = 1
There are 21 amino acid types: 'ALA' 'ARG' 'ASN' 'ASP' 'CYS' 'GLN' 'GLU' 'GLY' 'HIS' 'ILE' 'LEU' 'LYS' 'MET' 'PHE' 'PRO' 'SER' 'THR' 'TRP' 'TYR' 'VAL' 'UNKNOWN'
../data/PDBBind_hydrogen/4wb2.pdb contains 1 protein chain(s): A; DNA or other non-protein chain?
../data/PDBBind_hydrogen/4r8i.pdb contains 1 protein chain(s): A; DNA or other non-protein chain?
Found 1305 protein complexes in ../data/PDBBind_hydrogen
Atom table has 36 entries
Atom type inventory:
	H	3557566
	C	2243346
	O	678343
	N	608363
	S	18583
	P	337
	CA	310
	ZN	238
	SE	207
	MG	142
	NA	68
	FE	38
	CD	35
	F	32
	NI	20
	MN	16
	K	14
	HG	14
	CS	8
	CL	8
	AL	8
	U	5
	CO	5
	AS	5
	PB	4
	Y	3
	CU	3
	V	1
	SR	1
	PT	1
	MO	1
	BR	1
	B	1
Computing hydrogen bond donor atoms ...done.
Computing interface hydrogen bond acceptor atoms ...done.
Removing 1043 PDB records that do not have corresponding affinity values
Read a total of 87 cluster configurations
Found 262 PDB files with associated affinity values
Affinity measurement summary:
	262 Kd affinities
	0 Ki affinities
	0 IC50 affinities
	0 computational scores
Structure summary:
	238 X-ray structures
	24 NMR structures
	0 predicted structures
min_cluster_distance	number_of_clusters	ave_baseline_r	stdev_baseline_r	baseline_p_value	ave_baseline_RMSE	stdev_baseline_RMSE	ave_baseline_R2	stdev_baseline_R2	ave_model_r	stdev_model_r	model_p_value	ave_model_RMSE	stdev_model_RMSE	ave_model_R2	stdev_model_R2	ave_model_R2(baseline)	stdev_model_R2(baseline)
0.00116959	262	0.432114	0.031027	0	2.99027	0.0534618	0.184804	0.029213	0.31019	0.0281069	0	3.21046	0.0499385	0.0603997	0.0292003	-0.153983	0.052472
0.00547912	261	0.428993	0.0321504	0	2.99571	0.0557582	0.181814	0.0304781	0.30905	0.0282997	1e-05	3.21156	0.0468445	0.0597856	0.0274203	-0.150767	0.0553211
0.0234025	259	0.432162	0.0268149	0	2.99046	0.0461884	0.184767	0.0251646	0.314467	0.025259	1e-05	3.20191	0.0432012	0.0654588	0.0251722	-0.147226	0.0416445
0.0563005	258	0.422433	0.0317439	0	3.0078	0.0535865	0.175219	0.0294603	0.30904	0.0279015	1e-05	3.21049	0.0483176	0.0603967	0.028389	-0.140427	0.0478079
0.0698038	256	0.415145	0.0327162	0	3.01815	0.0531128	0.16954	0.0293277	0.299678	0.0288238	0	3.22268	0.0501482	0.0532362	0.0293997	-0.141396	0.0523044
0.0717258	255	0.399293	0.0399433	0	3.03938	0.0612905	0.157735	0.0340608	0.287045	0.0339955	9e-05	3.23255	0.0549832	0.0473792	0.0324564	-0.132548	0.0535137
0.0736428	253	0.394214	0.0427059	1e-05	3.04875	0.0659668	0.152482	0.0370744	0.281893	0.0332367	0.00014	3.24141	0.0516379	0.0421894	0.030572	-0.131754	0.0503382
0.0765266	252	0.401525	0.0379915	0	3.03739	0.0591687	0.15886	0.0328195	0.283422	0.0328962	0.00013	3.2407	0.0545216	0.0425786	0.0323486	-0.139875	0.0570029
0.0830524	250	0.341351	0.0348477	0	3.12354	0.0516379	0.110563	0.0294586	0.267793	0.0323885	0.00031	3.25985	0.0538705	0.0312368	0.0320132	-0.0901719	0.046339
0.085712	249	0.332866	0.0397742	1e-05	3.13573	0.0586588	0.103539	0.0336191	0.267056	0.0329514	0.00064	3.26304	0.0532741	0.0293496	0.0318043	-0.0841569	0.0513598
0.100538	248	0.33494	0.0382418	3e-05	3.13184	0.0549571	0.105797	0.0314835	0.261038	0.0323459	0.0005	3.26998	0.0512579	0.0252363	0.0305639	-0.0911717	0.0452484
0.12666	247	0.338367	0.035412	2e-05	3.12755	0.0515825	0.108278	0.0294191	0.266991	0.033835	0.00045	3.26127	0.0546002	0.0303867	0.0325206	-0.0881831	0.043337
